offset_dec offset_hex byte_hex bits       field
      2544 0x000009f0 f4       11110100 block.tx[8].vout[3].script_pubkey
      2545 0x000009f1 a6       10100110 block.tx[8].vout[3].script_pubkey
      2546 0x000009f2 18       00011000 block.tx[8].vout[3].script_pubkey
      2547 0x000009f3 34       00110100 block.tx[8].vout[3].script_pubkey
      2548 0x000009f4 e8       11101000 block.tx[8].vout[4].value_satoshi
      2549 0x000009f5 03       00000011 block.tx[8].vout[4].value_satoshi
      2550 0x000009f6 00       00000000 block.tx[8].vout[4].value_satoshi
      2551 0x000009f7 00       00000000 block.tx[8].vout[4].value_satoshi
      2552 0x000009f8 00       00000000 block.tx[8].vout[4].value_satoshi
      2553 0x000009f9 00       00000000 block.tx[8].vout[4].value_satoshi
      2554 0x000009fa 00       00000000 block.tx[8].vout[4].value_satoshi
      2555 0x000009fb 00       00000000 block.tx[8].vout[4].value_satoshi
      2556 0x000009fc 22       00100010 block.tx[8].vout[4].script_pubkey_length
      2557 0x000009fd 51       01010001 block.tx[8].vout[4].script_pubkey
      2558 0x000009fe 20       00100000 block.tx[8].vout[4].script_pubkey
      2559 0x000009ff 44       01000100 block.tx[8].vout[4].script_pubkey
      2560 0x00000a00 8d       10001101 block.tx[8].vout[4].script_pubkey
      2561 0x00000a01 05       00000101 block.tx[8].vout[4].script_pubkey
      2562 0x00000a02 1f       00011111 block.tx[8].vout[4].script_pubkey
      2563 0x00000a03 26       00100110 block.tx[8].vout[4].script_pubkey
      2564 0x00000a04 9a       10011010 block.tx[8].vout[4].script_pubkey
      2565 0x00000a05 bc       10111100 block.tx[8].vout[4].script_pubkey
      2566 0x00000a06 aa       10101010 block.tx[8].vout[4].script_pubkey
      2567 0x00000a07 6d       01101101 block.tx[8].vout[4].script_pubkey
      2568 0x00000a08 3b       00111011 block.tx[8].vout[4].script_pubkey
      2569 0x00000a09 56       01010110 block.tx[8].vout[4].script_pubkey
      2570 0x00000a0a ce       11001110 block.tx[8].vout[4].script_pubkey
      2571 0x00000a0b 98       10011000 block.tx[8].vout[4].script_pubkey
      2572 0x00000a0c e8       11101000 block.tx[8].vout[4].script_pubkey
      2573 0x00000a0d 57       01010111 block.tx[8].vout[4].script_pubkey
      2574 0x00000a0e 81       10000001 block.tx[8].vout[4].script_pubkey
      2575 0x00000a0f ad       10101101 block.tx[8].vout[4].script_pubkey
      2576 0x00000a10 a3       10100011 block.tx[8].vout[4].script_pubkey
      2577 0x00000a11 86       10000110 block.tx[8].vout[4].script_pubkey
      2578 0x00000a12 cd       11001101 block.tx[8].vout[4].script_pubkey
      2579 0x00000a13 e3       11100011 block.tx[8].vout[4].script_pubkey
      2580 0x00000a14 fb       11111011 block.tx[8].vout[4].script_pubkey
      2581 0x00000a15 5d       01011101 block.tx[8].vout[4].script_pubkey
      2582 0x00000a16 71       01110001 block.tx[8].vout[4].script_pubkey
      2583 0x00000a17 a2       10100010 block.tx[8].vout[4].script_pubkey
      2584 0x00000a18 d2       11010010 block.tx[8].vout[4].script_pubkey
      2585 0x00000a19 07       00000111 block.tx[8].vout[4].script_pubkey
      2586 0x00000a1a 3a       00111010 block.tx[8].vout[4].script_pubkey
      2587 0x00000a1b 03       00000011 block.tx[8].vout[4].script_pubkey
      2588 0x00000a1c d2       11010010 block.tx[8].vout[4].script_pubkey
      2589 0x00000a1d ef       11101111 block.tx[8].vout[4].script_pubkey
      2590 0x00000a1e 38       00111000 block.tx[8].vout[4].script_pubkey
      2591 0x00000a1f e8       11101000 block.tx[8].vout[5].value_satoshi
      2592 0x00000a20 03       00000011 block.tx[8].vout[5].value_satoshi
      2593 0x00000a21 00       00000000 block.tx[8].vout[5].value_satoshi
      2594 0x00000a22 00       00000000 block.tx[8].vout[5].value_satoshi
      2595 0x00000a23 00       00000000 block.tx[8].vout[5].value_satoshi
      2596 0x00000a24 00       00000000 block.tx[8].vout[5].value_satoshi
      2597 0x00000a25 00       00000000 block.tx[8].vout[5].value_satoshi
      2598 0x00000a26 00       00000000 block.tx[8].vout[5].value_satoshi
      2599 0x00000a27 22       00100010 block.tx[8].vout[5].script_pubkey_length
      2600 0x00000a28 51       01010001 block.tx[8].vout[5].script_pubkey
      2601 0x00000a29 20       00100000 block.tx[8].vout[5].script_pubkey
      2602 0x00000a2a 17       00010111 block.tx[8].vout[5].script_pubkey
      2603 0x00000a2b dd       11011101 block.tx[8].vout[5].script_pubkey
      2604 0x00000a2c 4a       01001010 block.tx[8].vout[5].script_pubkey
      2605 0x00000a2d ad       10101101 block.tx[8].vout[5].script_pubkey
      2606 0x00000a2e cd       11001101 block.tx[8].vout[5].script_pubkey
      2607 0x00000a2f c7       11000111 block.tx[8].vout[5].script_pubkey
      2608 0x00000a30 2b       00101011 block.tx[8].vout[5].script_pubkey
      2609 0x00000a31 e1       11100001 block.tx[8].vout[5].script_pubkey
      2610 0x00000a32 5b       01011011 block.tx[8].vout[5].script_pubkey
      2611 0x00000a33 fe       11111110 block.tx[8].vout[5].script_pubkey
      2612 0x00000a34 55       01010101 block.tx[8].vout[5].script_pubkey
      2613 0x00000a35 a4       10100100 block.tx[8].vout[5].script_pubkey
      2614 0x00000a36 07       00000111 block.tx[8].vout[5].script_pubkey
      2615 0x00000a37 07       00000111 block.tx[8].vout[5].script_pubkey
      2616 0x00000a38 c2       11000010 block.tx[8].vout[5].script_pubkey
      2617 0x00000a39 4c       01001100 block.tx[8].vout[5].script_pubkey
      2618 0x00000a3a cc       11001100 block.tx[8].vout[5].script_pubkey
      2619 0x00000a3b 17       00010111 block.tx[8].vout[5].script_pubkey
      2620 0x00000a3c d1       11010001 block.tx[8].vout[5].script_pubkey
      2621 0x00000a3d a6       10100110 block.tx[8].vout[5].script_pubkey
      2622 0x00000a3e dd       11011101 block.tx[8].vout[5].script_pubkey
      2623 0x00000a3f 7c       01111100 block.tx[8].vout[5].script_pubkey
      2624 0x00000a40 e3       11100011 block.tx[8].vout[5].script_pubkey
      2625 0x00000a41 83       10000011 block.tx[8].vout[5].script_pubkey
      2626 0x00000a42 e4       11100100 block.tx[8].vout[5].script_pubkey
      2627 0x00000a43 56       01010110 block.tx[8].vout[5].script_pubkey
      2628 0x00000a44 bb       10111011 block.tx[8].vout[5].script_pubkey
      2629 0x00000a45 4d       01001101 block.tx[8].vout[5].script_pubkey
      2630 0x00000a46 25       00100101 block.tx[8].vout[5].script_pubkey
      2631 0x00000a47 94       10010100 block.tx[8].vout[5].script_pubkey
      2632 0x00000a48 49       01001001 block.tx[8].vout[5].script_pubkey
      2633 0x00000a49 24       00100100 block.tx[8].vout[5].script_pubkey
      2634 0x00000a4a e8       11101000 block.tx[8].vout[6].value_satoshi
      2635 0x00000a4b 03       00000011 block.tx[8].vout[6].value_satoshi
      2636 0x00000a4c 00       00000000 block.tx[8].vout[6].value_satoshi
      2637 0x00000a4d 00       00000000 block.tx[8].vout[6].value_satoshi
      2638 0x00000a4e 00       00000000 block.tx[8].vout[6].value_satoshi
      2639 0x00000a4f 00       00000000 block.tx[8].vout[6].value_satoshi
      2640 0x00000a50 00       00000000 block.tx[8].vout[6].value_satoshi
      2641 0x00000a51 00       00000000 block.tx[8].vout[6].value_satoshi
      2642 0x00000a52 22       00100010 block.tx[8].vout[6].script_pubkey_length
      2643 0x00000a53 51       01010001 block.tx[8].vout[6].script_pubkey
      2644 0x00000a54 20       00100000 block.tx[8].vout[6].script_pubkey
      2645 0x00000a55 e7       11100111 block.tx[8].vout[6].script_pubkey
      2646 0x00000a56 77       01110111 block.tx[8].vout[6].script_pubkey
      2647 0x00000a57 5b       01011011 block.tx[8].vout[6].script_pubkey
      2648 0x00000a58 c2       11000010 block.tx[8].vout[6].script_pubkey
      2649 0x00000a59 0e       00001110 block.tx[8].vout[6].script_pubkey
      2650 0x00000a5a 6e       01101110 block.tx[8].vout[6].script_pubkey
      2651 0x00000a5b 53       01010011 block.tx[8].vout[6].script_pubkey
      2652 0x00000a5c 93       10010011 block.tx[8].vout[6].script_pubkey
      2653 0x00000a5d 65       01100101 block.tx[8].vout[6].script_pubkey
      2654 0x00000a5e 72       01110010 block.tx[8].vout[6].script_pubkey
      2655 0x00000a5f 01       00000001 block.tx[8].vout[6].script_pubkey
      2656 0x00000a60 ba       10111010 block.tx[8].vout[6].script_pubkey
      2657 0x00000a61 40       01000000 block.tx[8].vout[6].script_pubkey
      2658 0x00000a62 5d       01011101 block.tx[8].vout[6].script_pubkey
      2659 0x00000a63 0c       00001100 block.tx[8].vout[6].script_pubkey
      2660 0x00000a64 35       00110101 block.tx[8].vout[6].script_pubkey
      2661 0x00000a65 09       00001001 block.tx[8].vout[6].script_pubkey
      2662 0x00000a66 d3       11010011 block.tx[8].vout[6].script_pubkey
      2663 0x00000a67 e6       11100110 block.tx[8].vout[6].script_pubkey
      2664 0x00000a68 1f       00011111 block.tx[8].vout[6].script_pubkey
      2665 0x00000a69 83       10000011 block.tx[8].vout[6].script_pubkey
      2666 0x00000a6a bb       10111011 block.tx[8].vout[6].script_pubkey
      2667 0x00000a6b c1       11000001 block.tx[8].vout[6].script_pubkey
      2668 0x00000a6c d4       11010100 block.tx[8].vout[6].script_pubkey
      2669 0x00000a6d df       11011111 block.tx[8].vout[6].script_pubkey
      2670 0x00000a6e 6e       01101110 block.tx[8].vout[6].script_pubkey
      2671 0x00000a6f 43       01000011 block.tx[8].vout[6].script_pubkey
      2672 0x00000a70 66       01100110 block.tx[8].vout[6].script_pubkey
      2673 0x00000a71 d1       11010001 block.tx[8].vout[6].script_pubkey
      2674 0x00000a72 e6       11100110 block.tx[8].vout[6].script_pubkey
      2675 0x00000a73 68       01101000 block.tx[8].vout[6].script_pubkey
      2676 0x00000a74 93       10010011 block.tx[8].vout[6].script_pubkey
      2677 0x00000a75 01       00000001 block.tx[8].vin[0].witness_count
      2678 0x00000a76 40       01000000 block.tx[8].vin[0].witness[0].length
      2679 0x00000a77 5f       01011111 block.tx[8].vin[0].witness[0].data
      2680 0x00000a78 87       10000111 block.tx[8].vin[0].witness[0].data
      2681 0x00000a79 e4       11100100 block.tx[8].vin[0].witness[0].data
      2682 0x00000a7a c2       11000010 block.tx[8].vin[0].witness[0].data
      2683 0x00000a7b af       10101111 block.tx[8].vin[0].witness[0].data
      2684 0x00000a7c 1b       00011011 block.tx[8].vin[0].witness[0].data
      2685 0x00000a7d d3       11010011 block.tx[8].vin[0].witness[0].data
      2686 0x00000a7e 52       01010010 block.tx[8].vin[0].witness[0].data
      2687 0x00000a7f d2       11010010 block.tx[8].vin[0].witness[0].data
      2688 0x00000a80 88       10001000 block.tx[8].vin[0].witness[0].data
      2689 0x00000a81 3e       00111110 block.tx[8].vin[0].witness[0].data
      2690 0x00000a82 45       01000101 block.tx[8].vin[0].witness[0].data
      2691 0x00000a83 06       00000110 block.tx[8].vin[0].witness[0].data
      2692 0x00000a84 c9       11001001 block.tx[8].vin[0].witness[0].data
      2693 0x00000a85 e8       11101000 block.tx[8].vin[0].witness[0].data
      2694 0x00000a86 7f       01111111 block.tx[8].vin[0].witness[0].data
      2695 0x00000a87 93       10010011 block.tx[8].vin[0].witness[0].data
      2696 0x00000a88 ee       11101110 block.tx[8].vin[0].witness[0].data
      2697 0x00000a89 07       00000111 block.tx[8].vin[0].witness[0].data
      2698 0x00000a8a c3       11000011 block.tx[8].vin[0].witness[0].data
      2699 0x00000a8b ca       11001010 block.tx[8].vin[0].witness[0].data
      2700 0x00000a8c f4       11110100 block.tx[8].vin[0].witness[0].data
      2701 0x00000a8d b9       10111001 block.tx[8].vin[0].witness[0].data
      2702 0x00000a8e e1       11100001 block.tx[8].vin[0].witness[0].data
      2703 0x00000a8f 11       00010001 block.tx[8].vin[0].witness[0].data
      2704 0x00000a90 77       01110111 block.tx[8].vin[0].witness[0].data
      2705 0x00000a91 e6       11100110 block.tx[8].vin[0].witness[0].data
      2706 0x00000a92 20       00100000 block.tx[8].vin[0].witness[0].data
      2707 0x00000a93 ce       11001110 block.tx[8].vin[0].witness[0].data
      2708 0x00000a94 c7       11000111 block.tx[8].vin[0].witness[0].data
      2709 0x00000a95 40       01000000 block.tx[8].vin[0].witness[0].data
      2710 0x00000a96 98       10011000 block.tx[8].vin[0].witness[0].data
      2711 0x00000a97 ad       10101101 block.tx[8].vin[0].witness[0].data
      2712 0x00000a98 95       10010101 block.tx[8].vin[0].witness[0].data
      2713 0x00000a99 b3       10110011 block.tx[8].vin[0].witness[0].data
      2714 0x00000a9a 14       00010100 block.tx[8].vin[0].witness[0].data
      2715 0x00000a9b ed       11101101 block.tx[8].vin[0].witness[0].data
      2716 0x00000a9c 73       01110011 block.tx[8].vin[0].witness[0].data
      2717 0x00000a9d e9       11101001 block.tx[8].vin[0].witness[0].data
      2718 0x00000a9e 12       00010010 block.tx[8].vin[0].witness[0].data
      2719 0x00000a9f 70       01110000 block.tx[8].vin[0].witness[0].data
      2720 0x00000aa0 aa       10101010 block.tx[8].vin[0].witness[0].data
      2721 0x00000aa1 d3       11010011 block.tx[8].vin[0].witness[0].data
      2722 0x00000aa2 cf       11001111 block.tx[8].vin[0].witness[0].data
      2723 0x00000aa3 5d       01011101 block.tx[8].vin[0].witness[0].data
      2724 0x00000aa4 b8       10111000 block.tx[8].vin[0].witness[0].data
      2725 0x00000aa5 8e       10001110 block.tx[8].vin[0].witness[0].data
      2726 0x00000aa6 68       01101000 block.tx[8].vin[0].witness[0].data
      2727 0x00000aa7 ca       11001010 block.tx[8].vin[0].witness[0].data
      2728 0x00000aa8 27       00100111 block.tx[8].vin[0].witness[0].data
      2729 0x00000aa9 ed       11101101 block.tx[8].vin[0].witness[0].data
      2730 0x00000aaa a6       10100110 block.tx[8].vin[0].witness[0].data
      2731 0x00000aab ed       11101101 block.tx[8].vin[0].witness[0].data
      2732 0x00000aac ba       10111010 block.tx[8].vin[0].witness[0].data
      2733 0x00000aad c9       11001001 block.tx[8].vin[0].witness[0].data
      2734 0x00000aae 19       00011001 block.tx[8].vin[0].witness[0].data
      2735 0x00000aaf 39       00111001 block.tx[8].vin[0].witness[0].data
      2736 0x00000ab0 aa       10101010 block.tx[8].vin[0].witness[0].data
      2737 0x00000ab1 fd       11111101 block.tx[8].vin[0].witness[0].data
      2738 0x00000ab2 3e       00111110 block.tx[8].vin[0].witness[0].data
      2739 0x00000ab3 96       10010110 block.tx[8].vin[0].witness[0].data
      2740 0x00000ab4 f1       11110001 block.tx[8].vin[0].witness[0].data
      2741 0x00000ab5 ac       10101100 block.tx[8].vin[0].witness[0].data
      2742 0x00000ab6 e3       11100011 block.tx[8].vin[0].witness[0].data
      2743 0x00000ab7 ec       11101100 block.tx[8].locktime
      2744 0x00000ab8 35       00110101 block.tx[8].locktime
      2745 0x00000ab9 02       00000010 block.tx[8].locktime
      2746 0x00000aba 00       00000000 block.tx[8].locktime
      2747 0x00000abb 02       00000010 block.tx[9].version
      2748 0x00000abc 00       00000000 block.tx[9].version
      2749 0x00000abd 00       00000000 block.tx[9].version
      2750 0x00000abe 00       00000000 block.tx[9].version
      2751 0x00000abf 00       00000000 block.tx[9].marker
      2752 0x00000ac0 01       00000001 block.tx[9].flag
      2753 0x00000ac1 01       00000001 block.tx[9].input_count
      2754 0x00000ac2 18       00011000 block.tx[9].vin[0].prev_txid_le
      2755 0x00000ac3 4d       01001101 block.tx[9].vin[0].prev_txid_le
      2756 0x00000ac4 66       01100110 block.tx[9].vin[0].prev_txid_le
      2757 0x00000ac5 3a       00111010 block.tx[9].vin[0].prev_txid_le
      2758 0x00000ac6 90       10010000 block.tx[9].vin[0].prev_txid_le
      2759 0x00000ac7 31       00110001 block.tx[9].vin[0].prev_txid_le
      2760 0x00000ac8 b5       10110101 block.tx[9].vin[0].prev_txid_le
      2761 0x00000ac9 d3       11010011 block.tx[9].vin[0].prev_txid_le
      2762 0x00000aca 75       01110101 block.tx[9].vin[0].prev_txid_le
      2763 0x00000acb 46       01000110 block.tx[9].vin[0].prev_txid_le
      2764 0x00000acc 54       01010100 block.tx[9].vin[0].prev_txid_le
